Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand
Coimbatore,22526,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.6,8,Hyundai
Hyderabad,57788,Petrol,Automatic,First,17.16,1197.0,85.8,5.0,3.6,13,Maruti
Jaipur,72000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,6.0,12,Mahindra
Mumbai,83128,Diesel,Manual,First,15.4,2179.0,120.0,7.0,7.45,11,Mahindra
Chennai,75000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.1,14,Maruti
Ahmedabad,58000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,5.2,12,Renault
Hyderabad,26000,Diesel,Manual,First,0.0,2498.0,,6.0,6.99,16,Mahindra
Mumbai,1000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,6.36,8,Maruti
Kochi,59751,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.62,10,Toyota
Kolkata,65000,Diesel,Manual,Second,13.6,1991.0,142.0,5.0,4.9,16,Hyundai
Kochi,75863,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.7,10,Renault
Mumbai,54000,CNG,Manual,First,33.54,998.0,67.04,5.0,3.05,12,Maruti
Coimbatore,33218,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.05,7,Jeep
Kolkata,33425,Petrol,Manual,First,17.43,1396.0,105.5,5.0,4.5,10,Hyundai
Pune,47000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.15,12,Honda
Chennai,41000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11.9,10,Hyundai
Delhi,62000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.1,14,Hyundai
Delhi,47035,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.95,9,Mahindra
Pune,56230,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.4,17,Maruti
Chennai,55000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,2.65,18,Hyundai
Jaipur,70669,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.0,11,Mahindra
Pune,69000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,13,Maruti
Pune,65000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.5,14,Chevrolet
Mumbai,30000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,8.95,16,Audi
Pune,24255,Petrol,Manual,First,16.1,,,,3.15,14,Maruti
Chennai,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.0,10,Tata
Kolkata,40000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,4.45,11,Honda
Jaipur,26000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.5,15,Chevrolet
Jaipur,105000,Diesel,Automatic,Second,16.55,1968.0,140.0,5.0,14.5,14,Audi
Kolkata,2800,Diesel,Manual,First,26.1,1498.0,99.0,5.0,8.41,10,Ford
Mumbai,71000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,5.45,11,Hyundai
Mumbai,32896,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.9,10,Honda
Hyderabad,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.65,13,Hyundai
Mumbai,45200,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,13.5,12,Audi
Hyderabad,82167,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,5.4,17,Honda
Coimbatore,37429,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.89,9,Hyundai
Hyderabad,46000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45,9,Maruti
Delhi,67031,Petrol,Manual,First,17.4,1497.0,117.3,5.0,4.0,14,Honda
Mumbai,47691,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.94,9,Maruti
Jaipur,32531,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,8.0,14,Renault
Hyderabad,71336,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4.1,12,Ford
Kolkata,28193,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.25,10,Maruti
Coimbatore,52146,Petrol,Manual,First,0.0,,,,1.93,21,Hyundai
Ahmedabad,20780,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.3,10,Hyundai
Mumbai,43081,Petrol,Manual,First,17.3,1497.0,117.3,7.0,5.25,11,Honda
Kolkata,36000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.9,12,Mahindra
Mumbai,67000,Petrol,Manual,Third,13.4,1794.0,125.0,5.0,2.2,18,Toyota
Mumbai,34079,Diesel,Manual,First,25.32,1198.0,77.0,6.0,3.7,9,Mahindra
Coimbatore,77849,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,11.27,15,BMW
Jaipur,86000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.41,12,Maruti
Pune,110000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,19.0,10,Audi
Hyderabad,116000,Diesel,Manual,Second,23.59,1364.0,67.05,5.0,5.8,10,Toyota
Coimbatore,41840,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.52,9,Mahindra
Pune,41000,CNG,Manual,First,24.6,1193.0,55.23,5.0,3.25,11,Tata
Jaipur,83950,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.95,10,Hyundai
Pune,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.5,13,Honda
Kolkata,37000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.0,16,Maruti
Hyderabad,76976,Petrol,Manual,Second,19.7,796.0,46.3,5.0,2.15,14,Maruti
Kochi,21684,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.89,7,Maruti
Delhi,62000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.25,10,Mahindra
Mumbai,1261,Petrol,Manual,First,19.0,1194.0,94.68,5.0,6.0,18,Ford
Coimbatore,59450,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.53,8,Hyundai
Delhi,55000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.84,11,Honda
Mumbai,2000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,8.65,8,Ford
Kochi,25040,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.74,8,Maruti
Bangalore,84000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.5,17,Hyundai
Mumbai,12573,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.8,9,Maruti
Delhi,86000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,9.5,13,Hyundai
Coimbatore,51019,Petrol,Manual,First,0.0,999.0,,5.0,3.48,13,Hyundai
Mumbai,45000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.55,12,Honda
Jaipur,51000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3.9,13,Hyundai
Pune,92000,Diesel,Manual,First,13.6,2523.0,63.0,7.0,2.7,18,Mahindra
Bangalore,70521,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,10.3,16,BMW
Kolkata,51000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,7.75,15,BMW
Hyderabad,52618,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2,13,Maruti
Delhi,68000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,4.85,12,Maruti
Chennai,80000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.1,8,Maruti
Chennai,78000,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.35,9,Tata
Pune,100000,Petrol,Manual,First,20.92,998.0,67.1,5.0,1.8,13,Maruti
Coimbatore,31412,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.42,10,Hyundai
Mumbai,78000,Diesel,Automatic,Second,11.4,2953.0,153.86,7.0,5.34,15,Ford
Bangalore,80000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.75,14,Volkswagen
Mumbai,46738,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,6.1,11,Maruti
Coimbatore,54884,Petrol,Manual,Second,21.1,814.0,55.2,5.0,3.69,12,Hyundai
Delhi,74500,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,15.0,13,Audi
Coimbatore,67472,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5,9,Mahindra
Hyderabad,84000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.65,12,Maruti
Kolkata,77400,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2.5,14,Maruti
Kolkata,52108,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.49,11,Renault
Kolkata,40000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.55,12,Maruti
Jaipur,105044,Diesel,Manual,First,12.99,2494.0,100.6,7.0,10.75,11,Toyota
Delhi,24347,Petrol,Manual,First,15.8,1591.0,121.3,5.0,11.0,9,Hyundai
Ahmedabad,58000,Diesel,Manual,First,21.79,1248.0,88.73,5.0,4.5,11,Maruti
Kochi,49663,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.42,11,Mahindra
Mumbai,17000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.6,8,Honda
Pune,117080,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,2.25,17,Ford
Mumbai,74000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,12.95,15,BMW
Hyderabad,86514,Diesel,Manual,First,17.8,1248.0,,5.0,4.25,15,Maruti
Kochi,41460,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95,11,Honda
Mumbai,57000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.4,14,Honda
Bangalore,34010,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,4.95,10,Volkswagen
Pune,96813,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5.5,15,Mahindra
Mumbai,84000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3.25,14,Honda
Kochi,50004,Petrol,Manual,First,15.0,1598.0,103.5,5.0,4.02,12,Skoda
Coimbatore,67995,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.73,9,Mahindra
Chennai,55000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,9.5,13,Volkswagen
Hyderabad,14900,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.6,8,Maruti
Jaipur,70961,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.0,12,Honda
Mumbai,40194,Petrol,Manual,First,15.04,1598.0,103.2,5.0,5.55,10,Volkswagen
Hyderabad,96000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.5,10,Maruti
Delhi,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.41,10,Honda
Mumbai,50000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.5,11,Nissan
Mumbai,26299,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.2,17,Maruti
Kolkata,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.74,13,Hyundai
Hyderabad,65000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.9,12,Ford
Ahmedabad,80000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.0,8,Maruti
Chennai,92000,Diesel,Manual,Third,22.32,1582.0,126.32,5.0,4.0,13,Hyundai
Mumbai,13000,Petrol,Automatic,First,12.95,1999.0,152.88,5.0,17.75,9,Hyundai
Coimbatore,73278,Diesel,Manual,First,21.1,1248.0,73.9,5.0,5.05,12,Maruti
Mumbai,38000,Petrol,Automatic,First,10.8,1984.0,132.0,5.0,12.0,14,Audi
Jaipur,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,6.5,10,Renault
Mumbai,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.75,11,Honda
Mumbai,14000,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,3.2,14,Maruti
Kolkata,16956,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.6,9,Maruti
Coimbatore,15473,Petrol,Manual,First,16.8,796.0,34.2,5.0,3.58,8,Maruti
Delhi,75000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,2.5,14,Maruti
Ahmedabad,96000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,3.5,12,Ford
Mumbai,38000,Petrol,Manual,Second,22.5,998.0,67.04,5.0,1.75,15,Maruti
Bangalore,54000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0,20,Mercedes-Benz
Jaipur,4131,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.75,7,Maruti
Hyderabad,31700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.45,9,Honda
Pune,66988,Diesel,Automatic,First,15.4,2179.0,120.0,7.0,10.0,8,Mahindra
Mumbai,54230,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.5,11,Volkswagen
Kolkata,35000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.4,10,Hyundai
Mumbai,62714,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,4.5,15,Toyota
Hyderabad,45295,Petrol,Manual,First,18.9,998.0,67.1,5.0,4.3,10,Maruti
Chennai,57000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.4,9,Maruti
Delhi,40100,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.5,12,Mercedes-Benz
Delhi,56000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.1,12,Maruti
Mumbai,15000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.65,13,Maruti
Kolkata,14000,Petrol,Manual,First,18.2,1199.0,82.5,5.0,3.0,11,Chevrolet
Ahmedabad,68000,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,3.95,16,Hyundai
Delhi,83000,Diesel,Automatic,First,11.9,2496.0,163.2,5.0,6.75,13,Skoda
Kochi,81504,Diesel,Manual,First,21.43,1364.0,87.2,5.0,6.53,12,Toyota
Pune,52900,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,4.75,12,Skoda
Mumbai,20000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,5.99,8,Honda
Jaipur,46000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.05,14,Volkswagen
Delhi,65000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.4,15,Volkswagen
Pune,42000,Petrol,Manual,Third,18.2,998.0,67.1,5.0,1.3,18,Maruti
Kochi,36681,Diesel,Manual,First,23.59,1364.0,67.06,5.0,6.71,9,Toyota
Ahmedabad,67000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,7.2,11,Mahindra
Chennai,18000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.4,9,Hyundai
Kochi,56409,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.63,10,Ford
Mumbai,65263,CNG,Manual,First,17.5,1373.0,80.46,7.0,7.5,9,Maruti
Coimbatore,20300,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,14.21,7,Honda
Kolkata,45008,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.0,15,Honda
Kochi,21799,Petrol,Manual,First,23.1,998.0,67.04,5.0,5.11,8,Maruti
Pune,57328,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.39,14,Volkswagen
Delhi,46946,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.35,16,Hyundai
Kolkata,39772,Diesel,Manual,First,23.2,1248.0,73.94,5.0,2.85,13,Maruti
Delhi,58000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.5,11,Audi
Bangalore,52000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,5.99,11,Renault
Jaipur,42700,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3.6,9,Tata
Coimbatore,33195,Petrol,Manual,First,19.1,1197.0,85.8,5.0,6.26,10,Maruti
Hyderabad,110000,Diesel,Manual,First,14.24,2755.0,174.5,7.0,13.7,15,Toyota
Kochi,64399,Diesel,Manual,First,21.9,1396.0,90.0,5.0,5.02,10,Hyundai
Mumbai,55000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,3.1,10,Maruti
Bangalore,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.5,13,Volkswagen
Kolkata,33485,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.59,11,Maruti
Kolkata,32000,Diesel,Manual,First,20.4,1248.0,91.7,5.0,4.65,10,Fiat
Bangalore,71400,Petrol,Manual,Third,17.0,1497.0,118.0,5.0,3.8,16,Honda
Hyderabad,41713,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.5,9,Hyundai
Hyderabad,46000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.9,8,Honda
Hyderabad,52950,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.35,10,Maruti
Chennai,29500,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.15,10,Maruti
Ahmedabad,60000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.65,9,Maruti
Delhi,59196,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.25,15,Ford
Hyderabad,121362,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.0,9,Toyota
Mumbai,78000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,19.5,12,BMW
Ahmedabad,95000,Diesel,Automatic,Second,22.48,1995.0,190.0,5.0,17.5,13,BMW
Hyderabad,84000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,2.41,15,Ford
Bangalore,58253,Diesel,Manual,Second,23.59,1364.0,,5.0,4.45,13,Toyota
Pune,24500,Petrol,Manual,Second,18.3,,,,2.95,13,Toyota
Kolkata,68078,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.02,16,Maruti
Mumbai,25984,Petrol,Manual,First,15.8,1499.0,110.0,5.0,5.35,12,Ford
Mumbai,15544,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.65,8,Maruti
Mumbai,24000,Petrol,Automatic,First,17.01,1591.0,121.4,5.0,5.95,12,Hyundai
Pune,95000,Diesel,Manual,Third,20.0,1399.0,68.0,5.0,2.35,14,Ford
Pune,52000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.1,11,Honda
Delhi,39000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.45,8,Ford
Pune,55000,LPG,Manual,Second,13.45,1086.0,62.1,5.0,1.65,15,Hyundai
Kochi,67415,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,11.03,10,Mahindra
Kolkata,25562,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.5,9,Maruti
Jaipur,30292,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.3,9,Hyundai
Bangalore,84056,Petrol,Manual,First,18.88,999.0,123.24,5.0,6.75,11,Ford
Jaipur,62691,Diesel,Manual,First,26.21,1248.0,88.5,5.0,7.5,8,Maruti
Pune,87000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,15.5,12,Audi
Delhi,52513,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,10,Honda
Kochi,43983,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,7.58,9,Ford
Hyderabad,90121,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.2,12,Maruti
Kolkata,42500,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,5.25,14,Volkswagen
Kochi,62192,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.22,9,Maruti
Chennai,128000,Diesel,Manual,Third,19.2,1461.0,65.0,5.0,2.0,14,Mahindra
Kochi,38394,Petrol,Manual,First,21.56,1462.0,103.25,5.0,9.18,7,Maruti
Coimbatore,37287,Petrol,Manual,First,26.0,624.0,35.0,4.0,1.74,12,Tata
Delhi,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.45,14,Honda
Coimbatore,39419,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.95,8,Ford
Delhi,55000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.64,11,Hyundai
Mumbai,7000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,6.9,9,Ford
Hyderabad,85000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,13.95,14,Audi
Hyderabad,51000,Diesel,Automatic,Second,20.58,1995.0,143.0,5.0,17.0,12,BMW
Bangalore,90000,Diesel,Manual,Second,13.93,2179.0,138.03,7.0,4.6,13,Tata
Jaipur,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5.21,15,Mahindra
Coimbatore,36458,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.34,8,Hyundai
Chennai,109000,Petrol,Manual,First,16.9,1497.0,100.0,5.0,1.5,19,Honda
Chennai,68000,Petrol,Manual,Third,19.7,796.0,46.3,5.0,1.2,17,Maruti
Mumbai,54000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,2.9,14,Hyundai
Delhi,28000,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,13.9,9,Hyundai
Delhi,38500,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,7.85,9,Maruti
Kolkata,67132,Diesel,Manual,First,13.58,2499.0,78.0,9.0,4.75,13,Chevrolet
Mumbai,47000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,3.25,14,Volkswagen
Mumbai,28005,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.1,10,Honda
Kolkata,13000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.65,8,Maruti
Kolkata,67000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,5.0,13,Volkswagen
Delhi,50000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.95,10,Hyundai
Bangalore,55000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.8,11,Mahindra
Kolkata,30458,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.99,10,Maruti
Mumbai,46000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,4.45,11,Volkswagen
Pune,50000,Petrol,Manual,Second,23.9,624.0,37.48,4.0,0.75,14,Tata
Delhi,36676,CNG,Manual,First,25.0,1197.0,81.86,5.0,5.0,9,Hyundai
Chennai,72563,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,5.0,11,Ford
Pune,67000,Petrol,Manual,First,16.1,,,,4.7,10,Maruti
Coimbatore,58239,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,9.69,10,Hyundai
Coimbatore,57934,Diesel,Manual,First,18.2,1248.0,73.74,8.0,5.5,10,Chevrolet
Jaipur,63000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.11,10,Volkswagen
Mumbai,27014,Petrol,Manual,First,16.25,1198.0,75.0,5.0,2.19,13,Skoda
Chennai,90906,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.25,13,Volkswagen
Hyderabad,61202,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,14.5,12,Mahindra
Mumbai,51000,Diesel,Manual,First,19.87,1461.0,83.14,5.0,5.65,11,Nissan
Mumbai,55000,Petrol,Manual,Second,16.1,,,,1.75,18,Maruti
Kochi,42591,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.2,13,Hyundai
Bangalore,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,13,Hyundai
Pune,48000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5,11,Honda
Jaipur,97000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,8.0,11,Hyundai
Coimbatore,56900,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.1,10,Volkswagen
Hyderabad,74483,Petrol,Automatic,First,0.0,999.0,,5.0,2.3,19,Hyundai
Kochi,36152,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.22,8,Maruti
Hyderabad,85512,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.8,11,Maruti
Bangalore,36000,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,6.35,12,Ford
Delhi,36096,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.85,10,Mahindra
Hyderabad,111111,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.0,15,Chevrolet
Bangalore,73000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.5,13,Hyundai
Kolkata,44300,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2.3,11,Hyundai
Bangalore,74500,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.95,11,Renault
Coimbatore,21495,Petrol,Manual,First,19.1,1197.0,81.86,5.0,6.16,9,Hyundai
Delhi,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85,13,Hyundai
Coimbatore,50135,Diesel,Manual,First,15.8,2148.0,170.0,5.0,10.36,17,Mercedes-Benz
Kolkata,47000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.35,12,Hyundai
Delhi,53503,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.0,10,Maruti
Ahmedabad,47003,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.67,11,Hyundai
Delhi,80000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,6.0,11,Tata
Coimbatore,20492,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.34,7,Hyundai
Delhi,79000,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,1.67,19,Toyota
Kolkata,27000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,7.95,11,Toyota
Kochi,28786,Petrol,Manual,First,10.4,2393.0,163.5,5.0,9.74,7,Maruti
Chennai,56000,Petrol,Manual,Second,19.5,1061.0,,,1.5,17,Maruti
Pune,29202,CNG,Manual,First,33.54,998.0,67.04,5.0,3.9,11,Maruti
Jaipur,73000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,2.35,16,Maruti
Delhi,74000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,2.65,13,Volkswagen
Kochi,65423,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.16,14,Hyundai
Jaipur,65000,Petrol,Manual,Second,19.0,998.0,66.1,5.0,2.05,16,Maruti
Hyderabad,83875,CNG,Manual,Second,26.6,998.0,58.16,5.0,2.95,12,Maruti
Hyderabad,55277,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.9,11,Maruti
Coimbatore,50808,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,6.68,8,Honda
Jaipur,52000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,3.5,8,Hyundai
Mumbai,32000,Petrol,Automatic,First,14.84,1598.0,103.52,5.0,8.11,8,Skoda
Delhi,25000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.3,8,Maruti
Pune,84000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,4.45,15,Skoda
Delhi,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.85,8,Maruti
Hyderabad,17000,LPG,Manual,First,13.45,1086.0,62.1,5.0,3.1,14,Hyundai
Kolkata,25135,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.75,11,Hyundai
Delhi,65000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.65,8,Maruti
Ahmedabad,40000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.9,12,Hyundai
Coimbatore,24500,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.52,7,Mahindra
Kochi,56674,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.05,9,Skoda
Kochi,51950,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.75,9,Maruti
Kolkata,51000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.2,9,Hyundai
Chennai,114750,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,2.75,17,Honda
Pune,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4.25,13,Hyundai
Kolkata,21460,Petrol,Manual,First,17.0,1497.0,121.36,5.0,6.0,9,Ford
